Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
GL,triumph,0,490,470,490,7,,,,,,,,,
GL,troop,0,470,498,470,5,,,,,,,,,
BN,trophy,6.4,368,617,447,6,,,,,,,,,
BN,trot,6.5,374,425,439,4,,,,,,,,,
GL,trouble,0,590,395,590,7,,,,,,,,,
BN,trouser,4.3,232,655,628,7,,,,,,,,,
GL,trout,0,479,617,479,5,,,,,,,,,
BN,truck,4.9,261,590,484,5,,,,,,,,,
GL,trunk,0,485,529,485,5,,,,,,,,,
BN,trust,6,336,359,581,5,,,,,,,,,
GL,trust,0,548,356,548,5,,,,,,,,,
BN,trustee,11.6,700,205,415,7,,,,,,,,,
GL,try,0,636,318,636,3,,,,,,,,,
BN,tube,5.9,337,548,523,4,,,,,,,,,
GL,tuck,0,452,416,452,4,,,,,,,,,
BN,tulip,6.1,354,632,432,5,,,,,,,,,
GL,tumble,0,490,461,490,6,,,,,,,,,
BN,tumbler,7.5,449,553,463,7,,,,,,,,,
BN,tune,5.4,291,420,558,4,,,,,,,,,
GL,tunic,0,373,508,373,5,,,,,,,,,
BN,turban,8.3,507,576,411,6,,,,,,,,,
BN,turf,8,488,520,452,4,,,,,,,,,
GL,turn,0,583,384,583,4,,,,,,,,,
GL,turner,0,368,345,368,6,,,,,,,,,
GL,tush,0,157,143,157,4,,,,,,,,,
GL,tweed,0,429,540,429,5,,,,,,,,,
BN,twelfth,5.9,328,343,501,7,,,,,,,,,
BN,twice,4.9,260,223,613,5,,,,,,,,,
GL,twilight,0,423,588,423,8,,,,,,,,,
BN,twin,5.2,307,543,490,4,,,,,,,,,
BN,type,6,327,423,586,4,,,,,,,,,
GL,type,0,567,395,567,4,,,,,,,,,
GL,typewriter,0,524,615,524,10,,,,,,,,,
GL,tyrant,0,387,494,387,6,,,,,,,,,
GL,ulcer,0,423,516,423,5,,,,,,,,,
GL,umbrella,0,511,592,511,8,,,,,,,,,
GL,unanimity,0,269,216,269,9,,,,,,,,,
GL,unbelief,0,366,332,366,8,,,,,,,,,
GL,unbeliever,0,373,328,373,10,,,,,,,,,
GL,uncertainty,0,451,283,451,11,,,,,,,,,
GL,uncle,0,557,574,557,5,,,,,,,,,
GL,unconcern,0,380,322,380,9,,,,,,,,,
GL,unction,0,239,213,239,7,,,,,,,,,
GL,underbrush,0,251,307,251,10,,,,,,,,,
GL,undergraduate,0,530,518,530,13,,,,,,,,,
GL,understanding,0,559,377,559,13,,,,,,,,,
GL,undertaking,0,430,278,430,11,,,,,,,,,
GL,undoing,0,396,283,396,7,,,,,,,,,
GL,undulation,0,309,369,309,10,,,,,,,,,
GL,uneasiness,0,451,411,451,10,,,,,,,,,
GL,unhappiness,0,494,461,494,11,,,,,,,,,
GL,unification,0,353,323,353,11,,,,,,,,,
GL,uniform,0,484,591,484,7,,,,,,,,,
GL,union,0,595,526,595,5,,,,,,,,,
BN,unique,7.5,433,239,502,6,,,,,,,,,
GL,unit,0,513,334,513,4,,,,,,,,,
BN,unite,7.8,466,327,482,5,,,,,,,,,
GL,university,0,622,615,622,10,,,,,,,,,
GL,unknown,0,548,297,548,7,,,,,,,,,
GL,unpleasantness,0,441,425,441,14,,,,,,,,,
GL,unreality,0,421,295,421,9,,,,,,,,,
GL,unrest,0,444,379,444,6,,,,,,,,,
BN,upgrade,8.9,531,284,505,7,,,,,,,,,
GL,upheaval,0,390,424,390,8,,,,,,,,,
BN,upheld,9.2,560,192,447,6,,,,,,,,,
GL,upholstery,0,380,478,380,10,,,,,,,,,
BN,uplift,8.7,540,295,445,6,,,,,,,,,
GL,upright,0,480,453,480,7,,,,,,,,,
GL,upset,0,536,416,536,5,,,,,,,,,
BN,upward,5.4,310,238,509,6,,,,,,,,,
GL,urchin,0,332,529,332,6,,,,,,,,,
BN,urge,7.7,453,274,516,4,,,,,,,,,
BN,urgent,6.8,400,285,516,6,,,,,,,,,
BN,urine,7.8,466,575,479,5,,,,,,,,,
GL,urn,0,369,510,369,3,,,,,,,,,
BN,useful,6.2,339,217,621,6,,,,,,,,,
BN,useless,6.2,349,220,600,7,,,,,,,,,
GL,usual,0,604,235,604,5,,,,,,,,,
GL,usury,0,176,189,176,5,,,,,,,,,
GL,utterance,0,357,313,357,9,,,,,,,,,
BN,vacant,7.7,456,263,506,6,,,,,,,,,
GL,vacation,0,495,559,495,8,,,,,,,,,
BN,vaccine,8.3,492,409,437,7,,,,,,,,,
BN,vague,8.6,518,225,517,5,,,,,,,,,
BN,vain,8,488,305,502,4,,,,,,,,,
GL,vale,0,334,421,334,4,,,,,,,,,
GL,valley,0,515,600,515,6,,,,,,,,,
GL,value,0,552,289,552,5,,,,,,,,,
GL,van,0,542,572,542,3,,,,,,,,,
BN,vandal,7.9,480,450,460,6,,,,,,,,,
BN,vanish,5.6,315,384,486,6,,,,,,,,,
GL,vapour,0,455,493,455,6,,,,,,,,,
GL,variety,0,533,372,533,7,,,,,,,,,
BN,vary,7.8,469,172,510,4,,,,,,,,,
GL,vase,0,452,563,452,4,,,,,,,,,
BN,vast,7.7,463,366,479,4,,,,,,,,,
BN,veal,9.6,581,396,395,4,,,,,,,,,
GL,vegetable,0,591,598,591,9,,,,,,,,,
BN,vehicle,5.8,333,619,541,7,,,,,,,,,
GL,veil,0,421,516,421,4,,,,,,,,,
BN,vein,7.4,435,511,506,4,,,,,,,,,
GL,velveteen,0,238,470,238,9,,,,,,,,,
GL,venom,0,375,456,375,5,,,,,,,,,
GL,venture,0,461,399,461,7,,,,,,,,,
GL,verb,0,534,357,534,4,,,,,,,,,
BN,verge,8,495,415,466,5,,,,,,,,,
GL,verity,0,295,240,295,6,,,,,,,,,
GL,verse,0,483,489,483,5,,,,,,,,,
BN,version,7.5,446,213,527,7,,,,,,,,,
BN,versus,7.1,420,170,496,6,,,,,,,,,
GL,vessel,0,461,525,461,6,,,,,,,,,
BN,vest,4.8,263,571,475,4,,,,,,,,,
GL,veto,0,361,336,361,4,,,,,,,,,
BN,vicar,5.7,327,570,449,5,,,,,,,,,
GL,vice,0,457,413,457,4,,,,,,,,,
BN,vicious,7.7,469,344,482,7,,,,,,,,,
GL,victim,0,511,521,511,6,,,,,,,,,
GL,victory,0,498,461,498,7,,,,,,,,,
GL,vigil,0,370,426,370,5,,,,,,,,,
GL,village,0,524,578,524,7,,,,,,,,,
GL,vine,0,411,564,411,4,,,,,,,,,
GL,violet,0,461,560,461,6,,,,,,,,,
BN,virile,12.1,700,230,367,6,,,,,,,,,
GL,virtue,0,469,351,469,6,,,,,,,,,
BN,visa,10.1,616,473,542,4,,,,,,,,,
GL,vision,0,529,440,529,6,,,,,,,,,
BN,visit,4.6,229,279,591,5,,,,,,,,,
GL,visitor,0,560,499,560,7,,,,,,,,,
GL,vitriol,0,235,294,235,7,,,,,,,,,
GL,voice,0,596,489,596,5,,,,,,,,,
BN,void,8.8,531,274,439,4,,,,,,,,,
GL,volume,0,526,464,526,6,,,,,,,,,
BN,vomit,7.4,438,580,513,5,,,,,,,,,
GL,vote,0,567,477,567,4,,,,,,,,,
BN,voter,8.1,477,257,488,5,,,,,,,,,
GL,vow,0,463,389,463,3,,,,,,,,,
BN,vowel,6.8,393,330,508,5,,,,,,,,,
GL,wad,0,354,370,354,3,,,,,,,,,
GL,wage,0,539,466,539,4,,,,,,,,,
BN,wagon,6.3,353,576,450,5,,,,,,,,,
GL,waist,0,540,530,540,5,,,,,,,,,
BN,wake,4.6,241,366,617,4,,,,,,,,,
GL,walk,0,625,505,625,4,,,,,,,,,
BN,wallet,5.5,305,605,618,6,,,,,,,,,
GL,waltz,0,442,524,442,5,,,,,,,,,
GL,wand,0,381,513,381,4,,,,,,,,,
GL,war,0,582,551,582,3,,,,,,,,,
BN,ward,6.8,400,473,439,4,,,,,,,,,
GL,warehouse,0,449,502,449,9,,,,,,,,,
BN,warmth,5.4,315,449,566,6,,,,,,,,,
BN,warn,5.9,328,301,534,4,,,,,,,,,
BN,warrant,9.2,560,232,434,7,,,,,,,,,
GL,warrior,0,368,553,368,7,,,,,,,,,
GL,wash,0,632,522,632,4,,,,,,,,,
GL,waste,0,577,448,577,5,,,,,,,,,
GL,water,0,641,632,641,5,,,,,,,,,
GL,watt,0,436,370,436,4,,,,,,,,,
BN,wave,4.8,260,594,551,4,,,,,,,,,
GL,wax,0,494,547,494,3,,,,,,,,,
BN,weak,5.5,317,311,549,4,,,,,,,,,
GL,weakness,0,525,386,525,8,,,,,,,,,
BN,wealth,7.6,452,400,510,6,,,,,,,,,
GL,weapon,0,517,546,517,6,,,,,,,,,
GL,weather,0,623,537,623,7,,,,,,,,,
GL,wedding,0,507,594,507,7,,,,,,,,,
BN,wedge,7.4,438,446,490,5,,,,,,,,,
BN,weed,6.1,349,575,495,4,,,,,,,,,
GL,weep,0,455,523,455,4,,,,,,,,,
BN,weigh,5.7,315,384,553,5,,,,,,,,,
BN,weight,5.9,333,373,592,6,,,,,,,,,
BN,weird,6.3,345,279,621,5,,,,,,,,,
GL,welcome,0,529,470,529,7,,,,,,,,,
BN,welfare,9.7,616,258,495,7,,,,,,,,,
GL,welt,0,266,297,266,4,,,,,,,,,
GL,west,0,563,426,563,4,,,,,,,,,
GL,whack,0,350,486,350,5,,,,,,,,,
GL,wharf,0,330,463,330,5,,,,,,,,,
GL,wheat,0,510,577,510,5,,,,,,,,,
BN,wheel,3.9,214,622,530,5,,,,,,,,,
GL,wherry,0,135,156,135,6,,,,,,,,,
BN,whether,6.9,407,154,634,7,,,,,,,,,
BN,whimper,7.5,446,338,417,7,,,,,,,,,
GL,whip,0,476,579,476,4,,,,,,,,,
GL,whirl,0,423,499,423,5,,,,,,,,,
GL,whisper,0,550,567,550,7,,,,,,,,,
GL,whiteness,0,412,575,412,9,,,,,,,,,
GL,whole,0,592,377,592,5,,,,,,,,,
GL,whoop,0,320,426,320,5,,,,,,,,,
GL,wick,0,438,535,438,4,,,,,,,,,
GL,widow,0,485,505,485,5,,,,,,,,,
GL,wiggle,0,388,491,388,6,,,,,,,,,
BN,wigwam,7.3,433,523,339,6,,,,,,,,,
BN,wild,6,345,341,544,4,,,,,,,,,
GL,wilderness,0,405,564,405,10,,,,,,,,,
GL,willow,0,425,565,425,6,,,,,,,,,
BN,wilt,8,484,432,447,4,,,,,,,,,
GL,win,0,582,454,582,3,,,,,,,,,
GL,window,0,621,602,621,6,,,,,,,,,
GL,wine,0,570,624,570,4,,,,,,,,,
BN,wing,4.7,246,576,485,4,,,,,,,,,
GL,winter,0,615,621,615,6,,,,,,,,,
BN,wire,5.6,314,562,473,4,,,,,,,,,
GL,wisdom,0,510,381,510,6,,,,,,,,,
BN,wise,6.9,400,320,502,4,,,,,,,,,
GL,witch,0,474,589,474,5,,,,,,,,,
BN,wither,8.6,533,348,426,6,,,,,,,,,
GL,witness,0,496,467,496,7,,,,,,,,,
BN,witty,8.7,538,307,503,5,,,,,,,,,
GL,woe,0,359,348,359,3,,,,,,,,,
BN,woke,5.4,291,280,617,4,,,,,,,,,
GL,woman,0,623,626,623,5,,,,,,,,,
BN,womb,8.3,498,461,451,4,,,,,,,,,
GL,wonder,0,530,402,530,6,,,,,,,,,
BN,wonky,5.7,319,403,499,5,,,,,,,,,
GL,wood,0,574,577,574,4,,,,,,,,,
GL,woodland,0,423,608,423,8,,,,,,,,,
GL,wool,0,540,586,540,4,,,,,,,,,
GL,worker,0,587,486,587,6,,,,,,,,,
GL,worm,0,498,578,498,4,,,,,,,,,
BN,worn,5.9,320,400,510,4,,,,,,,,,
BN,worse,5.5,302,238,607,5,,,,,,,,,
BN,worship,6.9,415,445,464,7,,,,,,,,,
GL,worth,0,542,275,542,5,,,,,,,,,
BN,wound,6.4,341,570,479,5,,,,,,,,,
GL,wound,0,474,570,474,5,,,,,,,,,
BN,wrap,5.2,283,418,513,4,,,,,,,,,
BN,wrath,10.6,663,279,426,5,,,,,,,,,
BN,wreck,6.5,348,570,490,5,,,,,,,,,
GL,wreck,0,516,595,516,5,,,,,,,,,
GL,wren,0,396,551,396,4,,,,,,,,,
BN,wrist,5.2,282,553,539,5,,,,,,,,,
GL,writing,0,630,540,630,7,,,,,,,,,
GL,wrong,0,600,344,600,5,,,,,,,,,
GL,yacht,0,464,624,464,5,,,,,,,,,
GL,yard,0,522,568,522,4,,,,,,,,,
GL,year,0,601,428,601,4,,,,,,,,,
BN,yeast,8.1,492,427,458,5,,,,,,,,,
GL,yelp,0,333,499,333,4,,,,,,,,,
GL,yew,0,321,467,321,3,,,,,,,,,
BN,yield,9.9,626,300,439,5,,,,,,,,,
BN,yoga,10.4,656,515,479,4,,,,,,,,,
GL,yore,0,214,218,214,4,,,,,,,,,
GL,youth,0,551,507,551,5,,,,,,,,,
GL,yucca,0,136,167,136,5,,,,,,,,,
BN,zero,4.6,239,485,520,4,,,,,,,,,
GL,zone,0,456,432,456,4,,,,,,,,,
GL,zoologist,0,472,470,472,9,,,,,,,,,
